timestamp,feature_uV_rms_avg
2025-10-28T19:29:54.247,4430.360008776823
2025-10-28T19:29:54.270,527.9427971612158
2025-10-28T19:29:54.297,1025.3250357250254
2025-10-28T19:29:54.324,920.9948858893033
2025-10-28T19:29:54.348,954.1069160072327
2025-10-28T19:29:54.371,1321.8811633691928
2025-10-28T19:29:54.394,607.7683904924909
2025-10-28T19:29:54.446,237.02292946859052
2025-10-28T19:29:54.473,967.5243091953596
2025-10-28T19:29:54.500,1116.6452390685622
2025-10-28T19:29:54.527,1.065603749491303e-09
2025-10-28T19:29:54.553,846.11216706411
2025-10-28T19:29:54.578,681.0046472109599
2025-10-28T19:29:54.600,478.21529795254696
2025-10-28T19:29:54.627,1.065603749491303e-09
2025-10-28T19:29:54.654,1210.8060343114325
2025-10-28T19:29:54.681,1116.5973233872205
2025-10-28T19:29:54.708,973.4038438293275
2025-10-28T19:29:54.730,820.3092103179174
2025-10-28T19:29:54.757,1321.2979403277022
2025-10-28T19:29:54.782,976.0208196176902
2025-10-28T19:29:54.809,749.3520003941903
2025-10-28T19:29:54.831,1.065603749491303e-09
2025-10-28T19:29:54.856,571.5716242489073
2025-10-28T19:29:54.882,1029.155139011445
2025-10-28T19:29:54.906,1279.2378359021495
2025-10-28T19:29:54.930,555.832246277356
2025-10-28T19:29:54.956,996.4222603453197
2025-10-28T19:29:54.981,753.4740757140205
2025-10-28T19:29:55.002,1361.6719719357466
2025-10-28T19:29:55.024,1140.5142703397423
2025-10-28T19:29:55.050,957.0019695206629
2025-10-28T19:29:55.076,1109.5409079610035
2025-10-28T19:29:55.103,1081.3117013382148
2025-10-28T19:29:55.130,907.9844904672365
2025-10-28T19:29:55.157,743.0011705178661
2025-10-28T19:29:55.184,792.2521407531992
2025-10-28T19:29:55.210,980.7351158574271
2025-10-28T19:29:55.232,1307.7153101974463
2025-10-28T19:29:55.255,644.002541744745
2025-10-28T19:29:55.280,1025.9619771092207
2025-10-28T19:29:55.304,1073.0349373047982
2025-10-28T19:29:55.328,939.7201443255141
2025-10-28T19:29:55.354,1103.2721523085645
2025-10-28T19:29:55.378,1108.3222343020807
2025-10-28T19:29:55.404,747.8862463572357
2025-10-28T19:29:55.429,809.919355323441
2025-10-28T19:29:55.456,1040.0914416377177
2025-10-28T19:29:55.483,974.7603087076
2025-10-28T19:29:55.510,1096.0183742063048
2025-10-28T19:29:55.532,1250.0153073577783
2025-10-28T19:29:55.559,897.4093166475891
2025-10-28T19:29:55.581,441.29032094996353
2025-10-28T19:29:55.605,521.3435605537783
2025-10-28T19:29:55.631,1211.5035981576552
